TRACT,YEAR,UNIT TYPE,UNITS,OCCUPIED,UNOCCUPIED,VACANCY RATE
103,2035,Mobile Home,0,0,0,
103,2035,Multifamily,337,324,13,0.0385756676557863
103,2035,Single Family - Detached,1263,1225,38,0.0300870942201108
103,2040,Mobile Home,0,0,0,
103,2040,Multifamily,346,336,10,0.0289017341040462
103,2040,Single Family - Detached,1260,1224,36,0.0285714285714286
103,2045,Mobile Home,0,0,0,
103,2045,Multifamily,353,341,12,0.0339943342776204
103,2045,Single Family - Detached,1255,1218,37,0.0294820717131474
103,2050,Mobile Home,0,0,0,
103,2050,Multifamily,359,346,13,0.0362116991643454
103,2050,Single Family - Detached,1253,1218,35,0.0279329608938547
104.01,2012,Mobile Home,0,0,0,
104.01,2012,Multifamily,316,318,-2,-0.00632911392405063
104.01,2012,Single Family - Detached,488,452,36,0.0737704918032787
104.01,2020,Mobile Home,0,0,0,
104.01,2020,Multifamily,335,331,4,0.0119402985074627
104.01,2020,Single Family - Detached,484,439,45,0.0929752066115702
104.01,2025,Mobile Home,0,0,0,
104.01,2025,Multifamily,360,359,1,0.00277777777777778
104.01,2025,Single Family - Detached,480,446,34,0.0708333333333333
104.01,2030,Mobile Home,0,0,0,
104.01,2030,Multifamily,360,354,6,0.0166666666666667
104.01,2030,Single Family - Detached,478,437,41,0.0857740585774059
104.01,2035,Mobile Home,0,0,0,
104.01,2035,Multifamily,386,374,12,0.0310880829015544
104.01,2035,Single Family - Detached,478,440,38,0.0794979079497908
104.01,2040,Mobile Home,0,0,0,
104.01,2040,Multifamily,386,361,25,0.0647668393782383
104.01,2040,Single Family - Detached,478,431,47,0.098326359832636
104.01,2045,Mobile Home,0,0,0,
104.01,2045,Multifamily,386,358,28,0.0725388601036269
104.01,2045,Single Family - Detached,478,425,53,0.110878661087866
104.01,2050,Mobile Home,0,0,0,
104.01,2050,Multifamily,386,355,31,0.0803108808290155
104.01,2050,Single Family - Detached,478,420,58,0.121338912133891
104.02,2012,Mobile Home,0,0,0,
104.02,2012,Multifamily,1028,968,60,0.0583657587548638
104.02,2012,Single Family - Detached,882,842,40,0.0453514739229025
104.02,2020,Mobile Home,0,0,0,
104.02,2020,Multifamily,1029,975,54,0.0524781341107872
104.02,2020,Single Family - Detached,884,841,43,0.0486425339366516
104.02,2025,Mobile Home,0,0,0,
104.02,2025,Multifamily,1031,980,51,0.049466537342386
104.02,2025,Single Family - Detached,884,846,38,0.0429864253393665
104.02,2030,Mobile Home,0,0,0,
104.02,2030,Multifamily,1033,980,53,0.0513068731848984
104.02,2030,Single Family - Detached,886,849,37,0.0417607223476298
104.02,2035,Mobile Home,0,0,0,
104.02,2035,Multifamily,1067,1036,31,0.0290534208059981
104.02,2035,Single Family - Detached,884,848,36,0.0407239819004525
104.02,2040,Mobile Home,0,0,0,
104.02,2040,Multifamily,1171,1128,43,0.0367207514944492
104.02,2040,Single Family - Detached,856,829,27,0.0315420560747664
104.02,2045,Mobile Home,0,0,0,
104.02,2045,Multifamily,1171,1128,43,0.0367207514944492
104.02,2045,Single Family - Detached,856,828,28,0.0327102803738318
104.02,2050,Mobile Home,0,0,0,
104.02,2050,Multifamily,1171,1126,45,0.0384286934244236
104.02,2050,Single Family - Detached,856,827,29,0.0338785046728972
105.01,2012,Mobile Home,75,74,1,0.0133333333333333
105.01,2012,Multifamily,109,108,1,0.00917431192660551
105.01,2012,Single Family - Detached,419,372,47,0.112171837708831
105.01,2020,Mobile Home,75,75,0,0
105.01,2020,Multifamily,109,109,0,0
105.01,2020,Single Family - Detached,419,369,50,0.119331742243437
105.01,2025,Mobile Home,0,0,0,
105.01,2025,Multifamily,255,240,15,0.0588235294117647
105.01,2025,Single Family - Detached,419,369,50,0.119331742243437
105.01,2030,Mobile Home,0,0,0,
105.01,2030,Multifamily,257,240,17,0.066147859922179
105.01,2030,Single Family - Detached,420,370,50,0.119047619047619
105.01,2035,Mobile Home,0,0,0,
105.01,2035,Multifamily,264,245,19,0.071969696969697
105.01,2035,Single Family - Detached,417,368,49,0.117505995203837
105.01,2040,Mobile Home,0,0,0,
105.01,2040,Multifamily,281,250,31,0.110320284697509
105.01,2040,Single Family - Detached,411,359,52,0.126520681265207
105.01,2045,Mobile Home,0,0,0,
105.01,2045,Multifamily,282,249,33,0.117021276595745
105.01,2045,Single Family - Detached,411,356,55,0.1338199513382
105.01,2050,Mobile Home,0,0,0,
105.01,2050,Multifamily,282,249,33,0.117021276595745
105.01,2050,Single Family - Detached,411,356,55,0.1338199513382
105.02,2012,Mobile Home,124,101,23,0.185483870967742
105.02,2012,Multifamily,809,777,32,0.0395550061804697
105.02,2012,Single Family - Detached,1070,1016,54,0.0504672897196262
105.02,2020,Mobile Home,124,102,22,0.17741935483871
105.02,2020,Multifamily,1028,989,39,0.0379377431906615
105.02,2020,Single Family - Detached,969,924,45,0.0464396284829721
105.02,2025,Mobile Home,124,102,22,0.17741935483871
105.02,2025,Multifamily,1294,1243,51,0.0394126738794436
105.02,2025,Single Family - Detached,969,935,34,0.0350877192982456
105.02,2030,Mobile Home,124,101,23,0.185483870967742
105.02,2030,Multifamily,1566,1512,54,0.0344827586206897
105.02,2030,Single Family - Detached,981,947,34,0.0346585117227319
105.02,2035,Mobile Home,124,101,23,0.185483870967742
105.02,2035,Multifamily,1600,1535,65,0.040625
105.02,2035,Single Family - Detached,981,954,27,0.0275229357798165
105.02,2040,Mobile Home,124,101,23,0.185483870967742
105.02,2040,Multifamily,1950,1874,76,0.038974358974359
105.02,2040,Single Family - Detached,963,923,40,0.0415368639667705
105.02,2045,Mobile Home,124,101,23,0.185483870967742
105.02,2045,Multifamily,1963,1882,81,0.0412633723892002
105.02,2045,Single Family - Detached,963,916,47,0.0488058151609553
105.02,2050,Mobile Home,124,99,25,0.201612903225806
105.02,2050,Multifamily,2001,1920,81,0.04047976011994
105.02,2050,Single Family - Detached,958,911,47,0.0490605427974948
106.01,2012,Mobile Home,0,0,0,
106.01,2012,Multifamily,83,51,32,0.385542168674699
106.01,2012,Single Family - Detached,1120,856,264,0.235714285714286
106.01,2020,Mobile Home,0,0,0,
106.01,2020,Multifamily,83,57,26,0.313253012048193
106.01,2020,Single Family - Detached,1121,836,285,0.254237288135593
106.01,2025,Mobile Home,0,0,0,
106.01,2025,Multifamily,83,58,25,0.301204819277108
106.01,2025,Single Family - Detached,1121,837,284,0.253345227475468
106.01,2030,Mobile Home,0,0,0,
106.01,2030,Multifamily,83,58,25,0.301204819277108
106.01,2030,Single Family - Detached,1121,837,284,0.253345227475468
106.01,2035,Mobile Home,0,0,0,
106.01,2035,Multifamily,83,59,24,0.289156626506024
106.01,2035,Single Family - Detached,1121,838,283,0.252453166815343
106.01,2040,Mobile Home,0,0,0,
106.01,2040,Multifamily,83,59,24,0.289156626506024
106.01,2040,Single Family - Detached,1121,837,284,0.253345227475468
106.01,2045,Mobile Home,0,0,0,
106.01,2045,Multifamily,83,59,24,0.289156626506024
106.01,2045,Single Family - Detached,1121,836,285,0.254237288135593
106.01,2050,Mobile Home,0,0,0,
106.01,2050,Multifamily,83,59,24,0.289156626506024
106.01,2050,Single Family - Detached,1121,836,285,0.254237288135593
108,2012,Mobile Home,0,0,0,
108,2012,Multifamily,556,471,85,0.152877697841727
108,2012,Single Family - Detached,681,601,80,0.117474302496329
108,2020,Mobile Home,0,0,0,
108,2020,Multifamily,559,465,94,0.168157423971377
108,2020,Single Family - Detached,688,597,91,0.132267441860465
108,2025,Mobile Home,0,0,0,
108,2025,Multifamily,559,479,80,0.143112701252236
108,2025,Single Family - Detached,688,614,74,0.107558139534884
108,2030,Mobile Home,0,0,0,
108,2030,Multifamily,559,469,90,0.161001788908766
108,2030,Single Family - Detached,688,612,76,0.11046511627907
108,2035,Mobile Home,0,0,0,
108,2035,Multifamily,559,475,84,0.150268336314848
108,2035,Single Family - Detached,688,617,71,0.103197674418605
108,2040,Mobile Home,0,0,0,
108,2040,Multifamily,596,512,84,0.140939597315436
108,2040,Single Family - Detached,671,608,63,0.0938897168405365
108,2045,Mobile Home,0,0,0,
108,2045,Multifamily,640,581,59,0.0921875
108,2045,Single Family - Detached,648,598,50,0.0771604938271605
108,2050,Mobile Home,0,0,0,
108,2050,Multifamily,670,607,63,0.0940298507462687
108,2050,Single Family - Detached,629,578,51,0.0810810810810811
109,2012,Mobile Home,0,0,0,
109,2012,Multifamily,144,119,25,0.173611111111111
109,2012,Single Family - Detached,678,601,77,0.113569321533923
109,2020,Mobile Home,0,0,0,
109,2020,Multifamily,144,111,33,0.229166666666667
109,2020,Single Family - Detached,687,607,80,0.116448326055313
109,2025,Mobile Home,0,0,0,
109,2025,Multifamily,144,120,24,0.166666666666667
109,2025,Single Family - Detached,687,620,67,0.0975254730713246
109,2030,Mobile Home,0,0,0,
109,2030,Multifamily,145,119,26,0.179310344827586
109,2030,Single Family - Detached,687,619,68,0.098981077147016
109,2035,Mobile Home,0,0,0,
109,2035,Multifamily,145,121,24,0.16551724137931
109,2035,Single Family - Detached,687,621,66,0.0960698689956332
109,2040,Mobile Home,0,0,0,
109,2040,Multifamily,168,134,34,0.202380952380952
109,2040,Single Family - Detached,678,614,64,0.0943952802359882
109,2045,Mobile Home,0,0,0,
109,2045,Multifamily,186,145,41,0.220430107526882
109,2045,Single Family - Detached,668,600,68,0.101796407185629
109,2050,Mobile Home,0,0,0,
109,2050,Multifamily,187,141,46,0.245989304812834
109,2050,Single Family - Detached,668,598,70,0.104790419161677
11,2012,Mobile Home,0,0,0,
11,2012,Multifamily,1189,1135,54,0.0454163162321278
11,2012,Single Family - Detached,591,566,25,0.0423011844331641
11,2020,Mobile Home,0,0,0,
11,2020,Multifamily,1214,1166,48,0.0395387149917628
11,2020,Single Family - Detached,571,560,11,0.0192644483362522
11,2025,Mobile Home,0,0,0,
11,2025,Multifamily,1702,1662,40,0.0235017626321974
11,2025,Single Family - Detached,466,461,5,0.0107296137339056
11,2030,Mobile Home,0,0,0,
11,2030,Multifamily,1702,1654,48,0.0282021151586369
11,2030,Single Family - Detached,466,458,8,0.0171673819742489
11,2035,Mobile Home,0,0,0,
11,2035,Multifamily,1702,1652,50,0.0293772032902468
11,2035,Single Family - Detached,466,460,6,0.0128755364806867
11,2040,Mobile Home,0,0,0,
11,2040,Multifamily,1702,1641,61,0.0358401880141011
11,2040,Single Family - Detached,466,457,9,0.01931330472103
11,2045,Mobile Home,0,0,0,
11,2045,Multifamily,1702,1623,79,0.0464159811985899
11,2045,Single Family - Detached,466,455,11,0.0236051502145923
11,2050,Mobile Home,0,0,0,
11,2050,Multifamily,1702,1591,111,0.0652173913043478
11,2050,Single Family - Detached,466,454,12,0.0257510729613734
110,2012,Mobile Home,0,0,0,
110,2012,Multifamily,951,777,174,0.182965299684543
110,2012,Single Family - Detached,583,531,52,0.0891938250428816
110,2020,Mobile Home,0,0,0,
110,2020,Multifamily,951,775,176,0.185068349106204
110,2020,Single Family - Detached,591,537,54,0.0913705583756345
110,2025,Mobile Home,0,0,0,
110,2025,Multifamily,973,807,166,0.170606372045221
110,2025,Single Family - Detached,581,539,42,0.072289156626506
110,2030,Mobile Home,0,0,0,
110,2030,Multifamily,979,817,162,0.165474974463739
110,2030,Single Family - Detached,576,537,39,0.0677083333333333
110,2035,Mobile Home,0,0,0,
110,2035,Multifamily,988,826,162,0.163967611336032
110,2035,Single Family - Detached,571,533,38,0.0665499124343257
110,2040,Mobile Home,0,0,0,
110,2040,Multifamily,999,838,161,0.161161161161161
110,2040,Single Family - Detached,569,532,37,0.0650263620386643
110,2045,Mobile Home,0,0,0,
110,2045,Multifamily,1000,829,171,0.171
110,2045,Single Family - Detached,569,528,41,0.0720562390158172
110,2050,Mobile Home,0,0,0,
110,2050,Multifamily,1000,826,174,0.174
110,2050,Single Family - Detached,570,530,40,0.0701754385964912
111,2012,Mobile Home,0,0,0,
111,2012,Multifamily,671,582,89,0.132637853949329
111,2012,Single Family - Detached,1135,1052,83,0.0731277533039648
111,2020,Mobile Home,0,0,0,
111,2020,Multifamily,685,605,80,0.116788321167883
111,2020,Single Family - Detached,1147,1054,93,0.0810810810810811
111,2025,Mobile Home,0,0,0,
111,2025,Multifamily,685,613,72,0.105109489051095
111,2025,Single Family - Detached,1147,1078,69,0.0601569311246731
111,2030,Mobile Home,0,0,0,
111,2030,Multifamily,701,630,71,0.101283880171184
111,2030,Single Family - Detached,1138,1063,75,0.0659050966608084
111,2035,Mobile Home,0,0,0,
111,2035,Multifamily,712,643,69,0.0969101123595506
111,2035,Single Family - Detached,1134,1073,61,0.0537918871252205
111,2040,Mobile Home,0,0,0,
111,2040,Multifamily,752,681,71,0.0944148936170213
111,2040,Single Family - Detached,1111,1058,53,0.0477047704770477
111,2045,Mobile Home,0,0,0,
111,2045,Multifamily,752,660,92,0.122340425531915
111,2045,Single Family - Detached,1111,1040,71,0.0639063906390639
111,2050,Mobile Home,0,0,0,
111,2050,Multifamily,752,653,99,0.131648936170213
111,2050,Single Family - Detached,1116,1039,77,0.0689964157706093
113,2012,Mobile Home,0,0,0,
113,2012,Multifamily,0,0,0,
113,2012,Single Family - Detached,54,38,16,0.296296296296296
113,2020,Mobile Home,0,0,0,
113,2020,Multifamily,0,0,0,
113,2020,Single Family - Detached,54,39,15,0.277777777777778
113,2025,Mobile Home,0,0,0,
113,2025,Multifamily,0,0,0,
113,2025,Single Family - Detached,54,40,14,0.259259259259259
113,2030,Mobile Home,0,0,0,
113,2030,Multifamily,0,0,0,
113,2030,Single Family - Detached,54,39,15,0.277777777777778
113,2035,Mobile Home,0,0,0,
113,2035,Multifamily,0,0,0,
113,2035,Single Family - Detached,54,40,14,0.259259259259259
113,2040,Mobile Home,0,0,0,
113,2040,Multifamily,0,0,0,
113,2040,Single Family - Detached,54,40,14,0.259259259259259
113,2045,Mobile Home,0,0,0,
113,2045,Multifamily,0,0,0,
113,2045,Single Family - Detached,54,39,15,0.277777777777778
113,2050,Mobile Home,0,0,0,
113,2050,Multifamily,0,0,0,
113,2050,Single Family - Detached,54,40,14,0.259259259259259
116.01,2012,Mobile Home,0,0,0,
116.01,2012,Multifamily,1100,1028,72,0.0654545454545455
116.01,2012,Single Family - Detached,631,597,34,0.0538827258320127
116.01,2020,Mobile Home,0,0,0,
116.01,2020,Multifamily,1100,1027,73,0.0663636363636364
116.01,2020,Single Family - Detached,634,598,36,0.056782334384858
116.01,2025,Mobile Home,0,0,0,
116.01,2025,Multifamily,1100,1031,69,0.0627272727272727
116.01,2025,Single Family - Detached,634,605,29,0.0457413249211356
116.01,2030,Mobile Home,0,0,0,
116.01,2030,Multifamily,1100,1025,75,0.0681818181818182
116.01,2030,Single Family - Detached,634,605,29,0.0457413249211356
116.01,2035,Mobile Home,0,0,0,
116.01,2035,Multifamily,1117,1046,71,0.0635631154879141
116.01,2035,Single Family - Detached,634,608,26,0.0410094637223975
116.01,2040,Mobile Home,0,0,0,
116.01,2040,Multifamily,1143,1064,79,0.0691163604549431
116.01,2040,Single Family - Detached,634,604,30,0.0473186119873817
116.01,2045,Mobile Home,0,0,0,
116.01,2045,Multifamily,1114,1027,87,0.078096947935368
116.01,2045,Single Family - Detached,593,560,33,0.0556492411467116
116.01,2050,Mobile Home,0,0,0,
116.01,2050,Multifamily,1138,1043,95,0.0834797891036907
116.01,2050,Single Family - Detached,587,552,35,0.0596252129471891
116.02,2012,Mobile Home,95,91,4,0.0421052631578947
116.02,2012,Multifamily,478,457,21,0.0439330543933054
116.02,2012,Single Family - Detached,422,406,16,0.037914691943128
116.02,2020,Mobile Home,95,91,4,0.0421052631578947
116.02,2020,Multifamily,478,456,22,0.0460251046025105
116.02,2020,Single Family - Detached,422,402,20,0.0473933649289099
116.02,2025,Mobile Home,95,92,3,0.0315789473684211
116.02,2025,Multifamily,478,458,20,0.0418410041841004
116.02,2025,Single Family - Detached,422,407,15,0.0355450236966825
116.02,2030,Mobile Home,95,91,4,0.0421052631578947
116.02,2030,Multifamily,478,455,23,0.0481171548117155
116.02,2030,Single Family - Detached,422,407,15,0.0355450236966825
116.02,2035,Mobile Home,95,91,4,0.0421052631578947
116.02,2035,Multifamily,478,455,23,0.0481171548117155
116.02,2035,Single Family - Detached,422,408,14,0.033175355450237
116.02,2040,Mobile Home,95,91,4,0.0421052631578947
116.02,2040,Multifamily,478,452,26,0.0543933054393305
116.02,2040,Single Family - Detached,422,403,19,0.0450236966824645
116.02,2045,Mobile Home,95,91,4,0.0421052631578947
116.02,2045,Multifamily,478,449,29,0.0606694560669456
116.02,2045,Single Family - Detached,422,398,24,0.0568720379146919
116.02,2050,Mobile Home,95,89,6,0.0631578947368421
116.02,2050,Multifamily,301,286,15,0.0498338870431894
116.02,2050,Single Family - Detached,294,279,15,0.0510204081632653
117,2012,Mobile Home,0,0,0,
117,2012,Multifamily,1497,1377,120,0.0801603206412826
117,2012,Single Family - Detached,934,904,30,0.0321199143468951
117,2020,Mobile Home,0,0,0,
117,2020,Multifamily,1504,1381,123,0.081781914893617
